sample,operator_kappa,spearman
153,100,0.3284927759101638
153,500,0.32837728435018954
154,1,0.33440605777483723
154,2,0.333458275963808
154,5,0.283276243205064
154,10,0.25753608692153634
154,50,0.23664828606680494
154,100,0.23198464657392173
154,500,0.22926819209999283
155,1,0.3550885353336671
155,2,0.3877560394463915
155,5,0.4152815875116229
155,10,0.42693219816179095
155,50,0.4353136175881553
155,100,0.43661399846219867
155,500,0.43713271582862456
156,1,0.2939212368571633
156,2,0.31118399524354473
156,5,0.3260083327372863
156,10,0.3299114534904513
156,50,0.32848457281310345
156,100,0.32702844485373006
156,500,0.32721814426721973
157,1,0.20978664124526142
157,2,0.14395391513482583
157,5,0.06984332531650095
157,10,0.03496716525999571
157,50,0.0013030630856161933
157,100,-0.0022953919605178453
157,500,-0.003447278896359344
158,1,0.15953078061297474
158,2,0.18436662926471636
158,5,0.19162411263500462
158,10,0.20183301221300332
158,50,0.21789760433803015
158,100,0.22266852111794577
158,500,0.2216542875151992
159,1,0.2404752208354195
159,2,0.246221937361419
159,5,0.23615975475645515
159,10,0.2303624785423074
159,50,0.2330633761891138
159,100,0.23533910977397896
159,500,0.23609287828123882
160,1,0.3294666310528574
160,2,0.3299379515056148
160,5,0.2960805624597668
160,10,0.27983279763607755
160,50,0.2630762061011372
160,100,0.2631520568092411
160,500,0.2599507590658751
161,1,0.26519922126457335
161,2,0.2397640994921679
161,5,0.19667471702667902
161,10,0.1741107462806666
161,50,0.15668068494742865
161,100,0.15277128334883053
161,500,0.1494460227272727
162,1,0.2523889787926471
162,2,0.2473472145232816
162,5,0.21887851146198412
162,10,0.19649835043988267
162,50,0.17883092455832914
162,100,0.17678679994277946
162,500,0.17553956038552318
163,1,0.2312973075066161
163,2,0.2582413856304985
163,5,0.2780275351369716
163,10,0.2884458707352836
163,50,0.298459952346041
163,100,0.2998355357270581
163,500,0.30011648621343245
164,1,0.18561558990773191
164,2,0.1829227277197625
164,5,0.17977020152349615
164,10,0.17675577569558684
164,50,0.17395220522494811
164,100,0.1736534403833774
164,500,0.17358123301266
165,1,0.2581171098276232
165,2,0.26557162398970025
165,5,0.2523162014519705
165,10,0.23682809482511977
165,50,0.2297488891173736
165,100,0.22793281954080535
165,500,0.22740693843430365
166,1,0.3718710213861669
166,2,0.4183598946784922
166,5,0.4437762633216508
166,10,0.45437127843144265
166,50,0.4656032182068521
166,100,0.4667340609577283
166,500,0.46697767282383223
167,1,0.3391203463629211
167,2,0.399271164884486
167,5,0.4373324288319862
167,10,0.4479507233030541
167,50,0.4554604798476503
167,100,0.45651715944853727
167,500,0.4564957017559545
168,1,0.30547802598168944
168,2,0.3353383945175595
168,5,0.3337169193906015
168,10,0.32465778333094913
168,50,0.31523398943208636
168,100,0.312385078409985
168,500,0.310650782758744
169,1,0.24370309482511981
169,2,0.2885881620592232
169,5,0.31418209310850437
169,10,0.3203977384486088
169,50,0.326350728220442
169,100,0.32673134521851077
169,500,0.3269251685322938
170,1,0.2916835459731063
170,2,0.3344863453079179
170,5,0.3687589071775981
170,10,0.3765350296831414
170,50,0.38688856752020595
170,100,0.3893416511694442
170,500,0.39633956351477
171,1,0.2379087578678206
171,2,0.2494743312352478
171,5,0.2608827381803876
171,10,0.27263517228739
171,50,0.27418707755167726
171,100,0.2746725354945998
171,500,0.2770473767970817
172,1,0.24110698224375934
172,2,0.2734354101101495
172,5,0.2958757420785351
172,10,0.30524771341463414
172,50,0.31063768462556324
172,100,0.31308278869537226
172,500,0.31578152939703885
173,1,0.3215602871754523
173,2,0.31544420776410836
173,5,0.27699196677633925
173,10,0.25827587440097277
173,50,0.22487144383448965
173,100,0.22152700540018597
173,500,0.21882304556183388
174,1,0.25700675246763466
174,2,0.2510817135755668
174,5,0.24437162488377082
174,10,0.2434327949538659
174,50,0.24695382349259706
174,100,0.24608835204920962
174,500,0.24296938702524853
175,1,0.32250410154853015
175,2,0.30086100109076597
175,5,0.2351199060331879
175,10,0.19137388464702093
175,50,0.14923987241613615
175,100,0.14619089076246333
175,500,0.14383269034761462
176,1,0.38989050988841994
176,2,0.41734817564909515
176,5,0.425185284940276
176,10,0.4276108200414848
176,50,0.4300749342858164
176,100,0.4313747228381374
176,500,0.43154840721336096
177,1,0.2585588477219083
177,2,0.23582727228023748
177,5,0.19461102344252912
177,10,0.17093805879407767
177,50,0.14612033742221583
177,100,0.14343154325513194
177,500,0.14068267872469778
178,1,0.27342126144410267
178,2,0.2487982686324297
178,5,0.20374015404835133
178,10,0.17436800389814747
178,50,0.13569450280738143
178,100,0.12926553224018308
178,500,0.12444839201416207
179,1,0.2634368182712252
179,2,0.20326497791645803
179,5,0.11682830716686932
179,10,0.06812910154853014
179,50,0.022543351244546168
179,100,0.01942780604034046
179,500,0.01695769034761462
180,1,0.1908599282061369
180,2,0.19921972230169516
180,5,0.20204706387239824
180,10,0.2019300970960589
180,50,0.20591857923252985
180,100,0.20595009521851085
180,500,0.20601639054788637
181,1,0.20442726959802585
181,2,0.22584470665546097
181,5,0.24086741604677778
181,10,0.2486803295543952
181,50,0.2484147347292754
181,100,0.25271674504684927
181,500,0.25276189560832557
182,1,0.27332236606823546
182,2,0.3158440137508047
182,5,0.34219203740791077
182,10,0.3498269302982619
182,50,0.3427155380516415
182,100,0.34234105661254555
182,500,0.3383527756419426
183,1,0.29276414196051787
183,2,0.24959928876689788
183,5,0.17623813121379012
183,10,0.12409383717187612
183,50,0.10112581360417709
183,100,0.09974778270509976
183,500,0.09723167825978113
184,1,0.31840259772190826
184,2,0.334318751788141
184,5,0.315336405210643
184,10,0.298866173288749
184,50,0.2885940293970388
184,100,0.28722014475001784
184,500,0.2900335052928975
185,1,0.22684421044632
185,2,0.2581327225341535
185,5,0.27847602326371507
185,10,0.27915486866103995
185,50,0.283958441366855
185,100,0.2831360529468564
185,500,0.2813343332022029
186,1,0.31736388893855944
186,2,0.2583229807417209
186,5,0.17113606188756167
186,10,0.12145699967813461
186,50,0.07779416037837064
186,100,0.07018792244832271
186,500,0.06403403502968313
187,1,0.24983084185680565
187,2,0.17392006338960017
187,5,0.07394959006866461
187,10,0.02607537685072598
187,50,-0.022714096362921102
187,100,-0.028792256008153924
187,500,-0.03360537291681567
188,1,0.2367714331056434
188,2,0.20258804359487873
188,5,0.15206228542307415
188,10,0.12748353792647163
188,50,0.11116890780344753
188,100,0.10837327220871182
188,500,0.10305831351477004
189,1,0.20162614664544737
189,2,0.2183153252628567
189,5,0.23464234943852366
189,10,0.24206065374436733
189,50,0.25166735212073527
189,100,0.2537579237000214
189,500,0.2547102317430799
190,1,0.4373564122738001
190,2,0.4267008685895143
190,5,0.401085412792361
190,10,0.38217776580716684
190,50,0.36887770679851223
190,100,0.36803682229454254
190,500,0.3673173972712967
191,1,0.179288789249696
191,2,0.20740815660539302
191,5,0.22604692305629068
191,10,0.2282344342321722
191,50,0.236056377852085
191,100,0.23738860998855588
191,500,0.2374062120020027
192,1,0.2336726628996495
192,2,0.2651842567591731
192,5,0.27684830081896855
192,10,0.2777283344360203
192,50,0.2822941961411916
192,100,0.2822627583863815
192,500,0.2797991582326014
193,1,0.29121518712896066
193,2,0.29705429466776334
193,5,0.291591836689078
193,10,0.29001172349974963
193,50,0.29092757581718043
193,100,0.2917273219011515
193,500,0.2919200164508976
194,1,0.3757132447607467
194,2,0.38639944388813385
194,5,0.3849416618982905
194,10,0.3822852889635934
194,50,0.37065832647879265
194,100,0.3690953235641227
194,500,0.36708054681353264
195,1,0.17628245476003143
195,2,0.20102976807810596
195,5,0.2183127324583363
195,10,0.22237005802517704
195,50,0.22105390798226163
195,100,0.21944013303769394
195,500,0.2189612576890065
196,1,0.2873736231313926
196,2,0.2909827846720549
196,5,0.2837380306308561
196,10,0.2831762302410414
196,50,0.2850766665474572
196,100,0.28725175014305127
196,500,0.2895850059902725
197,1,0.19679486892926112
197,2,0.22179994277948642
197,5,0.23468033625992418
197,10,0.2393404106465918
197,50,0.24772274649524353
197,100,0.2492932148987912
197,500,0.24960904531149417
198,1,0.16334106331807452
198,2,0.13160400722408983
198,5,0.09200157803447534
198,10,0.07560435814677062
198,50,0.06553854338030184
198,100,0.06650700057220513
198,500,0.05933035235319361
199,1,0.2629725162720835
199,2,0.25421129568700374
199,5,0.22192283277304914
199,10,0.19764802455117655
199,50,0.18725928268721834
199,100,0.18712155112295256
199,500,0.18714223767970817
